mid,汽车品牌,详细车型,车型ID
132,五十铃,翼放ES,yifanges
132,五十铃,翼放EV,yifangev
132,五十铃,铃拓,lingtuo
132,五十铃,铃拓SUV,lingtuosuv
135,布加迪,Divo,divo
135,布加迪,Tourbillon,tourbillon
136,长安,VIIA,viia
136,长安,峰景房车,fengjingfangche
136,长安,览拓者,lantuozhe
136,长安,览拓者EV,lantuozheev
136,长安,逸动,changanc201
136,长安,逸动EV,yidongev
136,长安,逸动PHEV,yidongphev
136,长安,逸达,changanlamore
136,长安,锐程PLUS,ruichengplus
136,长安,长安CS35MAX,changancs35max
136,长安,长安CS35PLUS,changancs35plus
136,长安,长安CS55PLUS,changancs55plus
136,长安,长安CS55PLUS PHEV,changancs55plusxinnengyuan
136,长安,长安CS75,changancs75
136,长安,长安CS75PLUS,changancs75plus
136,长安,长安F70蓝鲸,changanf70
136,长安,长安UNI-K,changanunik
136,长安,长安UNI-K 智电iDD,changanunikphev
136,长安,长安UNI-T,changanuni
136,长安,长安UNI-V,changanuniv
136,长安,长安UNI-V 智电iDD,changanunivchadianhundong
136,长安,长安UNI-Z,changanuniz-11176
136,长安,长安UNI-Z新能源,changanuniz
136,长安,长安X5 PLUS,changanx5plus
136,长安,长安X7 PLUS,changanx7plus
136,长安,长安猎手,changanlieshou
140,威麟,威麟P2X,weilinp2x
140,威麟,威麟P3X,weilinp3x
140,威麟,威麟R08,weilinr08
140,威麟,威麟R08EV,weilinr08xinnengyuan
140,威麟,威麟捷想者,weilinjiexiangzhe
141,东风风神,东风风神L7,haohanphev
141,东风风神,东风风神L7X,dongfengfengshenl7x
141,东风风神,东风风神L8,fengshenl8
141,东风风神,奕炫,fengshend53
141,东风风神,奕炫GS,yixuanrv
141,东风风神,皓极,dongfengfengsheng59
141,东风风神,皓瀚,haohan
141,东风风神,皓瀚新能源,haohanxinnengyuan
141,东风风神,风神E70,e70
141,东风风神,风神SKY EV01,skyev
145,科尼赛克,Jesko,kenisaikejesko
147,广汽传祺,PICKUP 01,pickup01
147,广汽传祺,传祺E8,chuanqie8rongyaoxilie
147,广汽传祺,传祺E8 PHEV,chuanqie8
147,广汽传祺,传祺E9,chuanqim8phev
147,广汽传祺,传祺ES9,chuanqies9
147,广汽传祺,传祺GS3,chuanqigs3
147,广汽传祺,传祺GS4,chuanqigs4
147,广汽传祺,传祺GS4 PHEV,chuanqigs4phev
147,广汽传祺,传祺GS8,chuanqigs8
147,广汽传祺,传祺M6,chuanqigm6
147,广汽传祺,传祺M8,chuanqigm8
147,广汽传祺,传祺向往1 Concept,chuanqi1concept
147,广汽传祺,传祺向往M8,chuanqim8xinnengyuan
147,广汽传祺,传祺向往S7,chuanqis7
147,广汽传祺,传祺向往S9,chuanqis9
147,广汽传祺,传祺越7,chuanqit75
147,广汽传祺,影豹,empower
150,开瑞,优劲EV,kairuiyoujinev
150,开瑞,小象EV,xiaoxiangev
150,开瑞,小象K7,xiaoxiangk7
150,开瑞,小象X3,xiaoxiangx3
150,开瑞,小象X5,xiaoxiangx5
150,开瑞,小象X7,xiaoxiangx7
150,开瑞,开瑞X6,kairuix6
150,开瑞,开瑞江豚E5,jiangtune5
150,开瑞,开瑞江豚E7,jiangtune7
150,开瑞,开瑞海豚K5,haitunk5
150,开瑞,开瑞海豚K7,haitunk7
150,开瑞,江豚,jiangtunev
150,开瑞,江豚E6,jiangtune6
150,开瑞,海豚EV,haitunev
150,开瑞,海豚K6,haitunk6
150,开瑞,零米,lingmi
152,九龙,九龙V5,jiulongv5
152,九龙,开鹿V3,kailuv3
156,启辰,启辰D60,qichend60
156,启辰,启辰D60 EV,qichend60ev
156,启辰,启辰T60,qichent60
156,启辰,启辰T60 EV,qichent60ev
156,启辰,启辰VX6,qichenvx6
156,启辰,启辰Ve,qichenquanxingainianche
156,启辰,启辰大V,qichenvonline
156,启辰,启辰大V DD-i,qichendavddi
156,启辰,启辰大V 氢境,qichendavqingjing
156,启辰,启辰星,qichen532
157,宝骏,宝骏E6,baojune6
157,宝骏,宝骏KiWi EV,qiyu
157,宝骏,宝骏云朵,baojunyunduo
157,宝骏,宝骏云海,baojunyunhai
157,宝骏,宝骏享境,baojunyunguang
157,宝骏,宝骏悦也,chengshiwanlechaopinsuv
157,宝骏,宝骏悦也Plus,baojunyueyeplus
159,长安欧尚,长安欧尚520,changanoushang520
159,长安欧尚,长安欧尚530,changanoushang530
159,长安欧尚,长安欧尚Z6,changanoushangz6
159,长安欧尚,长安欧尚Z6新能源,changanoushangz6idd
159,长安欧尚,长安欧尚启悦,changanoushangqiyue
161,金旅,金旅大海狮,jinlvdahaishi
161,金旅,金旅海狮,jinlvhaishi
161,金旅,金旅海狮EV,jinlvhaishiev
161,金旅,金旅窄体大海狮,jinlvhaishizxilie-5669
161,金旅,金旅领特,jinlvlingte
161,金旅,金旅领特EV,jinlvlingteev
163,北京越野,享野700,xiangye700
163,北京越野,北京81,beijingyueyebj81
163,北京越野,北京城市猎人,beijingyueyechengshilieren
163,北京越野,北京越野BJ30,beijingbj30
163,北京越野,北京越野BJ40,beiqib40
163,北京越野,北京越野BJ40增程,bj40xinnengyuan
163,北京越野,北京越野BJ60,beijingbj60
163,北京越野,北京越野BJ60增程,beijingbj60phev
163,北京越野,北京越野ELMT Max,beijingyueyeelmtmax
165,大通,大家7,shangqidatongmaxusdajiamifa7chundiandong
165,大通,大家9,shangqidatongmaxusmifa
165,大通,大拿M1,shangqidatongmaxusdanam1
165,大通,大拿V1,shangqidatongmaxusmila1
165,大通,大拿V1L,danav1l
165,大通,大通D60,datong5103
165,大通,大通G10,shangqimaxusdatongg10
165,大通,大通G20,datongg20
165,大通,大通G50,datongg50
165,大通,大通G50 插电混动,datongg50chadianhundong
165,大通,大通G70,shangqidatongmaxusg70
165,大通,大通G90,shangqidatongmaxusg90
165,大通,大通H90,shangqidatongmaxush90
165,大通,大通T60,shangqidatongmaxust60
165,大通,大通V100,shangqidatongmaxusv100
165,大通,大通V90房车,shangqimaxusrv90
165,大通,大通大拿T1,shangqidatongmaxusdanat1
165,大通,探索家·星际H,tansuojiaxingjih
165,大通,探索家·珠峰,tansuojiazhufeng
165,大通,新途EV80,shangqidatongmaxusev80
165,大通,新途EV90,shangqidatongmaxusev90
165,大通,新途V80,maxusv80
165,大通,新途V80房车,datongrv80
165,大通,新途V90,shangqimaxusv90
165,大通,新途远界,xintuyuanjie-11921
165,大通,旅行家PHEV,lvxingjiaphev
165,大通,星际,shangqidatongmaxusxingjih
165,大通,星际EV,shangqidatongmaxusxingjiev
165,大通,星际X,shangqidatongmaxusxingjix
165,大通,星际X EV,shangqidatongmaxusxingjixev
165,大通,星际X SUV,xingjixsuv
165,大通,生活家PHEV,xintuyuanjie
165,大通,领地,shangqidatongmaxuslingdi
172,博速,博速EQS级,bosueqsji
172,博速,博速G级,brabusbabosigji
172,博速,博速S级,brabusbabosisji
172,博速,博速V级,babosivji
175,腾势,腾势D9,tengshimpv
175,腾势,腾势N7,tengshiinception
175,腾势,腾势N8L,tengshin8l
175,腾势,腾势N9,tengshin9
175,腾势,腾势Z,tengshiz
175,腾势,腾势Z9,tengshiz9-11208
175,腾势,腾势Z9GT,tengshiz9
178,宇通客车,天骏V5,tianjunv5
178,宇通客车,天骏V6,tianjunv6
178,宇通客车,天骏V6E,tianjunv6e
178,宇通客车,宇通T7,t7gaodanggongshangwuche
178,宇通客车,宇通T7E,yutongt7e
179,DS,DS N°8,dsn8
183,迈凯伦,Artura,artura
183,迈凯伦,迈凯伦750S,maikailun750s
183,迈凯伦,迈凯伦765LT,maikailun750lt
183,迈凯伦,迈凯伦GT,maikailungt
183,迈凯伦,迈凯伦Speedtail,maikailunspeedtail
183,迈凯伦,迈凯伦塞纳,maikailunsaina
185,帕加尼,Huayra,huayra
189,特斯拉,Cybercab,robotaxi-10805
189,特斯拉,Model 3,model3
189,特斯拉,Model 3(进口),model3jinkou
189,特斯拉,Model S,teslamodels
189,特斯拉,Model X,teslamodelx
189,特斯拉,Model Y,modely-6224
189,特斯拉,Model Y L,modelyl
189,特斯拉,Roadster,roadster-5856
189,特斯拉,赛博越野旅行车,tesilacybertruck
195,北京汽车,北京EU8,beijingeu8
195,北京汽车,北京U5 PLUS,beijingu5plus
195,北京汽车,北京X55,beijingx55
195,北京汽车,北京X7,beijingx7
195,北京汽车,魔方,beijingc52x
196,哈弗,哈弗H5,hafup04
196,哈弗,哈弗H6,hafuh6
196,哈弗,哈弗H6L,hafoh6l
196,哈弗,哈弗H7 PHEV,hafuh7phev
196,哈弗,哈弗H9,hafuh9
196,哈弗,哈弗大狗,hafub06
196,哈弗,哈弗大狗PLUS,hafuhdog-9783
196,哈弗,哈弗大狗PLUS PHEV,hafuhdog
196,哈弗,哈弗枭龙MAX PHEV,hafuxiaolongmaxphev
196,哈弗,哈弗猛龙PHEV,hafub26
196,哈弗,哈弗猛龙燃油版,hafumenglong-10884
196,哈弗,哈弗酷狗PHEV,kugouphev
196,哈弗,长城H10,hafuqijiansuv
196,哈弗,长城猛龙PLUS,hafumenglongv7plus
197,东风风度,帕拉丁,paladin
201,摩根,摩根Plus 4,mogenplus4
201,摩根,摩根Plus 6,mogenplus6
201,摩根,摩根SuperSport,mogensupersport
205,东风小康,东风小康C31,dongfengxiaokangc31
205,东风小康,东风小康C32,dongfengxiaokangc32
205,东风小康,东风小康C35,dongfengxiaokangc35
205,东风小康,东风小康C36,dongfengxiaokangc36
205,东风小康,东风小康C36II,dongfengxiaokangc36ii
205,东风小康,东风小康D71,dongfengxiaokangd71
205,东风小康,东风小康D71PLUS,dongfengxiaokangd71plus
205,东风小康,东风小康D71S,dongfengxiaokangd71s
205,东风小康,东风小康D72,dongfengxiaokangd72
205,东风小康,东风小康D72PLUS,dongfengxiaokangd72plus
205,东风小康,东风小康D72S,dongfengxiaokangd72s
205,东风小康,东风小康EC36,dongfengxiaokangec36
205,东风小康,东风小康EC36II,dongfengxiaokangec36ii
205,东风小康,东风小康EC75,dongfengxiaokangec75
205,东风小康,东风小康K01,dongfengxiaokang
205,东风小康,东风小康K02,k02
205,东风小康,东风小康K05S,xiaokangk05s
205,东风小康,东风小康K07S,xiaokangk07s
205,东风小康,创富牛卡,chuangfuniuka
212,KTM,X-BOW GT,xbowgtxr
214,卡升,卡升V-class,vclass-5100
214,卡升,卡升威霆,shangwuche
220,凯翼,凯翼i-EA 02,iea02
220,凯翼,凯翼i-XA 01,ixa01
220,凯翼,凯翼昆仑,kaiyiifa01
220,凯翼,凯翼昆仑L8,kaiyikunlunl8
220,凯翼,凯翼昆仑iHD,kaiyikunlunxinnengyuan
220,凯翼,凯翼江豚E5,kaiyijiangtune5
220,凯翼,凯翼江豚E7,kaiyijiangtune7
220,凯翼,凯翼海豚K5,kaiyihaitunk5
220,凯翼,凯翼海豚K7,kaiyijiangtunk7
220,凯翼,拾月,iea
220,凯翼,炫界,kaiyifx11
220,凯翼,炫界Pro,xuanjiepro
220,凯翼,炫界Pro EV,xuanjieproev
220,凯翼,轩度,xuandu
220,凯翼,轩度EV,xuanduev
221,成功汽车,斑马,banma
221,成功汽车,星马T3E,xingmat3e
221,成功汽车,角马,jiaoma
221,成功汽车,骆驼,luotuo
221,成功汽车,骆驼微卡,luotuoweika
229,雷丁,芒果Pro,mangguopro
231,前途,前途K20,qiantuk20
233,知豆,知豆彩虹,caihong
246,重汽王牌,王牌佑狮,wangpaiyoushi
246,重汽王牌,王牌力狮,wangpailishi
246,重汽王牌,王牌瑞狮,wangpairuishi
246,重汽王牌,王牌腾狮,wangpaitengshi
247,潍柴欧睿,欧睿,ourui
253,东风风光,风光330,fengguang330
253,东风风光,风光380,dongfengxiaokang380
253,东风风光,风光500,fengguang500
253,东风风光,风光580,fengguang580
253,东风风光,风光580 PHEV,fengguang580phev
253,东风风光,风光E380,dongfengxiaokange380
253,东风风光,风光MINIEV,fengguangminiev
253,东风风光,风光S560,s560
253,东风风光,风光S580,fengguangs580
253,东风风光,风光ix5,fengguangix5
253,东风风光,风光德先T8,fengguangdexiant8
257,Faraday Future,FF 91,ffzero1-4819
260,SWM斯威汽车,SWM斯威G01FF,swmsiweig01ff
260,SWM斯威汽车,SWM斯威G01Pro,swmsiweig01pro
260,SWM斯威汽车,SWM斯威G05,swmsiweis401
260,SWM斯威汽车,SWM斯威大虎,siweidahu
260,SWM斯威汽车,SWM斯威大虎EDi,siweidahuxinnengyuan
262,华凯,华凯VB06,huakaivb06
262,华凯,华凯新能源,huakaixinnengyuan
262,华凯,华凯新能源VE06,huakaixinnengyuanve06
266,蔚来,蔚来EC6,weilaiec6
266,蔚来,蔚来EC7,weilaiec7
266,蔚来,蔚来ES5,weilaies5
266,蔚来,蔚来ES6,weilaies6
266,蔚来,蔚来ES8,weilaies8
266,蔚来,蔚来ES9,weilaies9
266,蔚来,蔚来ET5,weilaiet5
266,蔚来,蔚来ET5T,weilaiet5touring
266,蔚来,蔚来ET7,weilaiet7
266,蔚来,蔚来ET9,weilaiet9
267,领克,The Next Day,lingkechadianhundongche
267,领克,领克01,lynkco01gainianche
267,领克,领克03,lingke03-5285
267,领克,领克06,lingke06
267,领克,领克06 EM-P,lingke06phev
267,领克,领克06(海外),lingke06haiwai
267,领克,领克07 EM-P,lingke07-10642
267,领克,领克07GT,lingke07gt
267,领克,领克08 EM-P,lingkedx11
267,领克,领克09,lingke07
267,领克,领克09 EM-P,lingke09phev
267,领克,领克10,lingke10emp
267,领克,领克20,lingke20
267,领克,领克900,lingkel946
267,领克,领克Z20,lingkee335
268,ALPINA,ALPINA Vision,alpinavision
270,魏牌,圆梦,weyfugugainianche
270,魏牌,拿铁PHEV,natiedhtphev
270,魏牌,魏牌V8X,weipaiv8x
270,魏牌,魏牌V9X,weipaiqijiansuv
270,魏牌,魏牌V9X燃油版,weipaiv9x
270,魏牌,魏牌摩卡,mokaphev
270,魏牌,魏牌蓝山,wei80
270,魏牌,魏牌高山,weizhongdaxingmpv
278,Lorinser,Lorinser F-150猛禽凌枭,f150mengqinlingxiao
278,Lorinser,Lorinser GS系列,lorinsergs
278,Lorinser,Lorinser LS系列,lorinserls560mx
278,Lorinser,Lorinser LW系列,lorinserlwxilie
278,Lorinser,Lorinser MS系列,lorinserms500
278,Lorinser,Lorinser T系列,lorinsertxilie
278,Lorinser,Lorinser VS系列,lorinservs
278,Lorinser,Lorinser 格瑞维亚,lorinsergeruiweiya
278,Lorinser,Lorinser 梦想家,lorinsermengxiangjia
278,Lorinser,Lorinser 游骑侠Ranger枪骑兵,lorinseryouqixiarangerqiangqibing
278,Lorinser,Lorinser 艾奈斯系列,ainaisi
281,长安凯程,欧诺S,ounuo
281,长安凯程,睿行EM60,ruixingem60
281,长安凯程,睿行EM80,ruixingem80
281,长安凯程,睿行M60,ruixingm60
281,长安凯程,睿行M80,changanruixing
281,长安凯程,睿行M90,ruixingm90
281,长安凯程,神骐PLUS,shenqiplus
281,长安凯程,神骐T10 EV,shenqit10ev
281,长安凯程,神骐T30,shenqit30
281,长安凯程,神骐T30 EV,shenqit30ev
281,长安凯程,长安之星5,changanzhixing5
281,长安凯程,长安之星9 EV,changanzhixing9ev
281,长安凯程,长安凯程F300,kaichengf300
281,长安凯程,长安凯程V919,kaichengv919
281,长安凯程,长安星卡,changanxingka
281,长安凯程,长安星卡EV,changanxingkaev
281,长安凯程,长安星卡M系列,changanxingkamxilie
281,长安凯程,长安星卡PLUS,changanxingkaplus
283,长安跨越,新豹T1,xinbaot1
283,长安跨越,新豹T3,xinbaot3
283,长安跨越,新豹T3 PLUS,xinbaot3plus
283,长安跨越,新豹T3 PLUS EV,xinbaot3plusev
283,长安跨越,新豹T5,xinbao3
283,长安跨越,星塔,xingta
283,长安跨越,星塔EV,xingtaev
283,长安跨越,星塔K5,xingtak5
283,长安跨越,跨越星V3,kuayuexingv3
283,长安跨越,跨越星V5,kuayuexingv5
283,长安跨越,跨越星V5 EV,kuayuexingv5ev
283,长安跨越,跨越星V7,kuayuexingv7
283,长安跨越,跨越星V7 EV,kuayuexingv7ev
283,长安跨越,跨越星光EV,kuayuexingguangev
283,长安跨越,跨越王X1,kuayuewangx1
283,长安跨越,跨越王X1 EV,kuayuewangx1ev
283,长安跨越,跨越王X3,kuayuewangx3
283,长安跨越,跨越王X3 PLUS,kuayuewangx3plus
283,长安跨越,跨越王X3 PLUS EV,kuayuewangx3ev
283,长安跨越,跨越王X7,kuayuewangx7
283,长安跨越,跨越者D1,kuayuezhed1
283,长安跨越,跨越者D3,kuayuezhed3
283,长安跨越,跨越者D5,kuayuezhed5
283,长安跨越,跨越者D5 PLUS,kuayuezhed5plus
283,长安跨越,跨越者D5 PLUS新能源,kuayuezhed5plusev
285,云度,云兔,yunduk3
286,铂驰,铂驰V系列,xingchivji
289,ARCFOX极狐,极狐 贝塔S3,jihus3-11843
289,ARCFOX极狐,极狐 阿尔法S,arcfoxn61
289,ARCFOX极狐,极狐 阿尔法S5,n51ab
289,ARCFOX极狐,极狐 阿尔法S6,jihuaerfas6
289,ARCFOX极狐,极狐 阿尔法T5,jihun50ab
289,ARCFOX极狐,极狐 阿尔法T6,jihuaerfat6
289,ARCFOX极狐,极狐77°,jihuaerfa77
289,ARCFOX极狐,极狐GT,arcfoxgt
289,ARCFOX极狐,极狐T1,jihut1
289,ARCFOX极狐,极狐考拉S,jihukaolas
289,ARCFOX极狐,极狐问道V9,jihun80ks
293,Polestar极星,Polestar 2,polestar2
293,Polestar极星,Polestar 3,polestar3
293,Polestar极星,Polestar 4,polestar4
293,Polestar极星,Polestar 5,jixingprecept
293,Polestar极星,Polestar 6,polestaro2
293,Polestar极星,Polestar Synergy,polestarsynergy
295,埃安,AION LX,aionlx
295,埃安,AION N60,aionn60
295,埃安,AION R2,aionr2
295,埃安,AION RT,aionrt
295,埃安,AION S,guangqixinnengyuanaions
295,埃安,AION UT,aionay2
295,埃安,AION UT super,aionutsuper
295,埃安,AION V,aianaionv
295,埃安,AION Y,aianaiony
295,埃安,AION i60,aioni60
296,捷途,捷途T-3,jietut3gainianche
296,捷途,捷途X,jetourx
296,捷途,捷途X70,jietux70
296,捷途,捷途X70 C-DM,jietushanhail7
296,捷途,捷途X70 PLUS,jietux70plus
296,捷途,捷途X70 PRO,x70pro
296,捷途,捷途X70L,jietux70l
296,捷途,捷途X90,jietux90
296,捷途,捷途X90 C-DM,jietux90cdm
296,捷途,捷途X90 PLUS,jietux90plus
296,捷途,捷途X90 PRO,jietux90pro
296,捷途,捷途X95,jietux95
296,捷途,捷途大圣,jietux1
296,捷途,捷途捷想者,jietujiexiangzhe
296,捷途,捷途旅行者,jietutx
296,捷途,捷途自由者,jietuziyouzhe
296,捷途,捷途自由者7,jietuziyouzhe7
296,捷途,捷途自由者7 PLUS,jietuziyouzhe7plus
297,小鹏,小鹏G6,xiaopengg6
297,小鹏,小鹏G7,xiaopengg7
297,小鹏,小鹏G9,xiaopengzhongdaxingsuv
297,小鹏,小鹏G9L,xiaopengg9l
297,小鹏,小鹏GX,xiaopengg01
297,小鹏,小鹏MONA L03,xiaopengmonasuv
297,小鹏,小鹏MONA L05,xiaopengmonal05
297,小鹏,小鹏MONA M03,xiaopengmona
297,小鹏,小鹏P7,xiaopengqichep7
297,小鹏,小鹏P7+,xiaopengp7
297,小鹏,小鹏X9,xiaopengqicheh93
299,思皓,思皓A5,sihaoa5
299,思皓,思皓E50A,sihaoe50a
299,思皓,思皓X8,sihaox8
299,思皓,思皓X8 PLUS,sihaox8plus
299,思皓,思皓爱跑,sihaoaipao
299,思皓,思皓爱跑S,sihaoaipaos
299,思皓,思皓花仙子,sihaoe10x
301,零跑汽车,零跑A05,lingpaoa05
301,零跑汽车,零跑A10,lingpaoa10
301,零跑汽车,零跑B01,lingpaob01
301,零跑汽车,零跑B10,lingpaob10
301,零跑汽车,零跑C10,lingpaob11
301,零跑汽车,零跑C11,lingpaocmore
301,零跑汽车,零跑C16,lingpaoc16
301,零跑汽车,零跑D19,lingpaod19
301,零跑汽车,零跑D99,dxiliempv
301,零跑汽车,零跑Lafa5,lingpaob05
302,红星汽车,红星BOX1,hongxingbox1
305,欧拉,欧拉5燃油版,oula5
305,欧拉,欧拉5纯电版,oulamao
305,欧拉,欧拉好猫,oulahaomao
305,欧拉,欧拉好猫GT,oulahaomaogt
305,欧拉,欧拉朋克猫,pengkemao
305,欧拉,欧拉芭蕾猫,oulabaleimao
305,欧拉,欧拉闪电猫,oulashandianmao
306,大乘汽车,大乘V07,dachengv07
307,领途汽车,悦01,yue01
307,领途汽车,领途ALUMI,lingtualumielite
307,领途汽车,领途L7,lingtul7
309,理想汽车,理想L6,lixiangl6
309,理想汽车,理想L7,lixiangl7-9805
309,理想汽车,理想L8,lixiangl7
309,理想汽车,理想L9,lixiangx01
309,理想汽车,理想MEGA,lixiangmpv
309,理想汽车,理想i6,lixiangi6
309,理想汽车,理想i8,lixiangi8
310,东风·瑞泰特,东风·瑞泰特EM10,dongfengruitaiteem10
310,东风·瑞泰特,东风·瑞泰特EM30,dongfengruitaiteem30
311,东风富康,e爱丽舍,eailishe
314,Karlmann,Pt铂,kaerman-5550
314,Karlmann,Ti钛,titai
314,Karlmann,Zr锆,zrgao
316,星途,AtlantiX,atlantix
316,星途,星纪元 E08,xingtumpv
316,星途,星纪元 ES,sterraes
316,星途,星纪元 ET,sterraet
316,星途,星途 ES7 GT,xingtues7gt
316,星途,星途 ES8,xingtues8
316,星途,星途 ET5,xingjiyuane05
316,星途,星途 ET8,xingtuet8
316,星途,星途 ET9,xingtuet9
316,星途,星途 EX7,xingtuet7
316,星途,星途凌云,xingtutxl
316,星途,星途天玑,xingjiyuantianji
316,星途,星途揽月,xingtuvx
316,星途,星途揽月C-DM,lanyuereev
316,星途,星途瑶光,xingtum38t
316,星途,星途瑶光C-DM,xingtuyaoguangxinnengyuan
316,星途,星途追风,xingtulx
316,星途,星途追风C-DM,xingtulxev
322,钧天,勇猛者,yongmengzhe
322,钧天,大道沐光,dadaomuguang
322,钧天,纵横家,zonghengjia
322,钧天,钧天格瑞维亚,juntiangeruiweiya
322,钧天,钧天黑武士Youth,juntianheiwushiyouth
322,钧天,霸界,bajie
323,捷达,捷达J01,jiedaj01
323,捷达,捷达VA3,va3
323,捷达,捷达VA7,jiedava7
323,捷达,捷达VS5,vs5
323,捷达,捷达VS7,jiedavs7
323,捷达,捷达VS8,jiedavs8
323,捷达,捷达X,jiedax
327,吉利几何,吉利几何A,jilige11
327,吉利几何,吉利几何E萤火虫,pilihu
327,吉利几何,吉利几何G6,jiheg6
327,吉利几何,吉利几何M6,jihem6
336,合创汽车,合创A06,hechuangconcepts
336,合创汽车,合创V09,hechuangv09
337,瑞驰汽车,vala home,valahome
337,瑞驰汽车,瑞驰C3,ruichic3
337,瑞驰汽车,瑞驰C5,ruichic5
337,瑞驰汽车,瑞驰C9,ruichic9
337,瑞驰汽车,瑞驰EC31,ruichixinnengyuanec31
337,瑞驰汽车,瑞驰EC35,ruichixinnengyuanec35
337,瑞驰汽车,瑞驰EC35V,ruichixinnengyuanec35v
337,瑞驰汽车,瑞驰EC71,ruichixinnengyuanec71
337,瑞驰汽车,瑞驰EC72,ruichixinnengyuanec72
337,瑞驰汽车,瑞驰EC75,ruichiec75
337,瑞驰汽车,瑞驰ED71,ruichixinnengyuaned71
337,瑞驰汽车,瑞驰ED71S,ruichied71s
337,瑞驰汽车,瑞驰EF51,ruichixinnengyuanef51
337,瑞驰汽车,瑞驰EG71,ruichixinnengyuaneg71
337,瑞驰汽车,瑞驰ES50,ruichixinnengyuanes50
337,瑞驰汽车,瑞驰R5,ruichir5
338,鑫源汽车,向上V6,xinyuanxiangshangv6
338,鑫源汽车,好运,haoyun
338,鑫源汽车,新海狮EV,jinbeihaishix30lev
338,鑫源汽车,豪运,haoyun-10477
338,鑫源汽车,金海狮,jinhaishi-11198
338,鑫源汽车,金海狮M,jinhaishim-11199
338,鑫源汽车,鑫卡T3 PLUS,xinkat3plus
338,鑫源汽车,鑫源E3,xinyuane3-10722
338,鑫源汽车,鑫源E3L,xinyuane3
338,鑫源汽车,鑫源T3,xinyuant3
338,鑫源汽车,鑫源T3L EV,xinyuant3lev
338,鑫源汽车,鑫源T5L EV,xinyuant5lev
338,鑫源汽车,鑫源小海狮X30,xinyuanx30l
338,鑫源汽车,鑫源新海狮X30L,xinyuanx30l-9055
338,鑫源汽车,鑫源金卡S1,xinyuanjinkas1
339,乔治·巴顿,战斧,zhanfu-9415
339,乔治·巴顿,战车,zhanche
339,乔治·巴顿,战马GH,zhanmagh
341,车驰汽车,车驰Sprinter,chechisprinter
341,车驰汽车,车驰Vito,chechivito
342,开沃汽车,开沃D10,kaiwod10
342,开沃汽车,开沃K10L,kaiwok10l
344,迈莎锐,迈莎锐9X,maisharui9x
344,迈莎锐,迈莎锐GLS,maisharuibenchigls
344,迈莎锐,迈莎锐G级,maisharuigji
344,迈莎锐,迈莎锐Purosangue,maisharuipurosangue
344,迈莎锐,迈莎锐Urus,maisharuiurus
344,迈莎锐,迈莎锐V级,maisharuim580
344,迈莎锐,迈莎锐国悦,maisharuiguoyue
344,迈莎锐,迈莎锐库里南,maisharuikulinan
344,迈莎锐,迈莎锐添越,maisharuitianyue
344,迈莎锐,迈莎锐烈马,maisharuiliema
346,LEVC,LEVC TX,levctx-7173
348,远程,吉利幸福号,yuanchengxingfuhao
348,远程,远程E200,yuanchenge200
348,远程,远程E200S,yuanchenge200s
348,远程,远程E5,yuanchenge5
348,远程,远程E6,yuanchenge6
348,远程,远程RE500,yuanchengre500
348,远程,远程星享F1E,xingxiangf1e
348,远程,远程星享V,yuanchengxingxiang
348,远程,远程星智,xingzhi
348,远程,远程星智F3E,yuanchengxingzhif3e
348,远程,远程星智F5E,yuanchengxingzhif5e
348,远程,远程超级VAN,chaojivan
348,远程,远程锋锐V5M,yuanchengfengruiv5m
348,远程,锋锐F3,fengruif3
348,远程,锋锐F3E,fengruif3e
348,远程,锋锐V5E,fengruiv5e
355,大发,Osanpo,osanpo
355,大发,Tsumu Tsumu,dafatsumutsumu
355,大发,eHIJET CARGO,hijetcargo
356,广汽集团,ERA纪元,erajiyuan
356,广汽集团,广汽TIME,timegainianche
356,广汽集团,绿境SPACE,lvjinggainianche
357,捷尼赛思,捷尼赛思G80,jienisaisig80
357,捷尼赛思,捷尼赛思G80 纯电动,jienisaisig80e
357,捷尼赛思,捷尼赛思G90,jienisaisig90
357,捷尼赛思,捷尼赛思GMR-001,gmr001
357,捷尼赛思,捷尼赛思GV70,jienisaisigv70
357,捷尼赛思,捷尼赛思GV80,jienisaisigv80
357,捷尼赛思,捷尼赛思Magma GT,magmagtconcept
357,捷尼赛思,捷尼赛思X,jienisaisix
357,捷尼赛思,捷尼赛思X Skorpio,jienisaisixskorpio
358,Cupra,Cupra Raval,urbanrebel
358,Cupra,Tavascan,xiyatetavascan
363,锐马克,Verne,verne
364,中国重汽VGV,VGV U70Pro,vgvu70pro
364,中国重汽VGV,VGV U75 PLUS,vgvu75plus
364,中国重汽VGV,VGV VX7,vgvduoyongtuhuoyunche
365,欧铃汽车,吉运,jiyun
365,欧铃汽车,赛菱,sailing
367,塔塔,Nexon,tatanexon
369,Fisker,Ocean,ocean
371,大运,大运N6H,dayunn6h
371,大运,大运N8E,dayunn8e
371,大运,大运N8V,dayunn8v
371,大运,大运N9H,dayunn9h
371,大运,大运V7H,dayunv7h
371,大运,大运V9,dayunv9
371,大运,大运小卡,dayunxiaoka
371,大运,奥普力,aopuli
371,大运,悦虎,yuehues3
371,大运,新奥普力,xinaopuli
371,大运,祥龙,xianglong
371,大运,远志M1,chihuem6
371,大运,远志M2,yuanzhim2
373,Lucid,Lucid Air,lucidair
373,Lucid,Lucid Gravity,lucidgravity
382,Micro,Microlino,microlino
